"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2024","Rider",68.7148,165,68.0138,160,103.055,228,104.387,220,104.887,182,108.915,222,-4.52887,221
"2024","Robert Morris",68.4621,188,67.2419,211,103.745,212,102.015,263,111.151,319,113.748,323,-11.733,307
"2024","Rutgers",68.6177,172,68.0189,159,96.1345,330,101.09,279,96.3728,15,91.8868,4,9.20305,88
"2024","Sacramento St.",64.4858,348,63.8889,345,98.1962,306,98.3948,317,111.132,318,112.383,299,-13.9886,323
"2024","Sacred Heart",70.1596,86,69.4033,82,103.859,208,102.44,253,104.168,155,112.72,310,-10.2796,294
"2024","Saint Francis",66.4176,288,65.555,296,94.9292,341,94.9328,343,110.622,308,117.155,354,-22.2222,355
"2024","Saint Joseph's",69.0648,144,68.6675,122,110.301,79,110.822,98,102.86,120,104.758,138,6.0636,107
"2024","Saint Louis",69.6625,111,69.6191,77,106.599,149,111.645,91,115.864,354,115.841,349,-4.19589,218
"2024","Saint Mary's",63.419,354,62.3464,358,114.657,25,114.94,48,93.1206,3,95.9552,17,18.9847,21
"2024","Saint Peter's",65.4998,327,64.6356,331,99.3,293,98.9062,307,95.7377,10,101.071,69,-2.16485,187
"2024","Sam Houston St.",68.9591,151,67.8381,172,102.441,242,106.096,186,101.233,85,104.111,125,1.98557,145
"2024","Samford",73.9776,8,72.796,14,114.692,24,114.485,54,101.601,95,104.83,140,9.65402,83
"2024","San Diego",71.4992,43,70.7781,41,101.175,264,101.372,273,107.715,253,107.749,196,-6.37767,254
"2024","San Diego St.",67.2714,259,66.5377,255,108.664,114,113.951,62,97.8976,30,94.3681,9,19.5824,20
"2024","San Francisco",68.4163,190,67.9438,167,111.73,53,110.333,105,96.4244,17,98.9251,39,11.4082,70
"2024","San Jose St.",66.0878,304,66.0977,269,102.599,239,106.486,180,113.178,342,112.553,306,-6.06679,250
"2024","Santa Clara",69.392,122,68.8478,104,108.26,118,109.594,121,103.359,136,104.358,130,5.23606,114
"2024","Seattle",68.6072,173,66.9019,233,103.146,226,104.83,214,96.4029,16,101.266,73,3.56409,130
"2024","Seton Hall",67.0285,267,66.2266,267,106.656,146,112.508,81,103.128,126,99.2877,42,13.2206,56
"2024","Siena",67.4796,250,66.3748,260,89.6943,358,90.8069,358,110.975,316,113.951,328,-23.1445,359
"2024","SIU Edwardsville",67.2504,260,67.3016,207,103.174,224,101.753,268,105.505,198,111.318,269,-9.56541,287
"2024","SMU",68.2848,196,67.7075,178,112.058,48,113.137,73,98.6901,37,100.12,52,13.0176,58
"2024","South Alabama",69.5863,116,68.4168,138,103.798,209,105.02,212,107.58,250,109.388,234,-4.36795,219
"2024","South Carolina",64.5923,347,63.0438,354,110.76,71,114.453,55,101.378,90,99.1836,40,15.2691,47
"2024","South Carolina St.",70.0525,93,68.8011,111,99.3309,291,100.303,291,106.117,214,110.588,252,-10.2847,295
"2024","South Dakota",69.6046,115,68.8215,109,104.81,190,103.368,237,115.022,353,117.131,353,-13.7631,321
"2024","South Dakota St.",68.5538,182,68.4826,131,110.049,86,109.331,127,105.25,192,107.717,195,1.61347,151
"2024","South Florida",68.8862,157,67.9753,163,109.935,90,110.844,97,99.4428,47,101.017,68,9.82636,82
"2024","Southeast Missouri St.",70.2532,82,69.3099,84,91.3467,356,91.7218,356,107.805,255,112.936,314,-21.2144,352
"2024","Southeastern Louisiana",66.2188,301,64.9195,322,99.8362,284,100.226,293,106.986,233,110.266,245,-10.0395,292
"2024","Southern",69.8636,101,68.1267,150,97.7871,312,98.4843,312,99.7075,52,104.274,129,-5.78925,247
"2024","Southern Illinois",65.2859,333,64.6401,330,108.918,108,109.908,114,103.45,139,105.39,146,4.51759,123
"2024","Southern Indiana",69.6879,110,69.1762,92,95.8048,332,96.5153,334,107.179,239,112.379,297,-15.8638,327
"2024","Southern Miss",69.2217,132,68.1816,146,101.04,267,101.852,266,105.427,196,107.453,187,-5.60102,244
"2024","Southern Utah",70.9435,56,70.153,59,103.082,227,106.848,174,110.12,296,113.327,320,-6.47864,255
"2024","St. Bonaventure",66.4723,284,66.097,270,110.937,66,112.886,78,102.2,105,103.796,119,9.09,91
"2024","St. John's",69.6533,112,69.3314,83,111.828,51,116.952,28,101.924,100,98.8689,38,18.083,27
"2024","St. Thomas",63.7669,353,63.4431,352,111.221,62,108.866,139,102.952,123,106.732,174,2.13326,143
"2024","Stanford",71.1053,52,69.7792,70,106.143,160,110.82,99,106.408,220,104.235,127,6.58537,104
"2024","Stephen F. Austin",70.7522,61,69.4714,80,100.047,282,102.134,259,98.752,38,102.111,88,0.023453,162
"2024","Stetson",66.4538,285,66.0922,271,110.765,70,110.378,103,112.296,332,114.359,333,-3.98135,214
"2024","Stonehill",69.3584,126,67.7971,174,91.0965,357,92.1567,355,110.575,307,115.173,344,-23.0166,358
"2024","Stony Brook",67.7843,227,67.9596,164,105.801,165,106.397,183,106.199,216,108.588,213,-2.19124,188
"2024","Syracuse",71.9583,35,70.8235,38,105.684,166,112.096,87,105.858,207,102.119,89,9.97724,81
"2024","Tarleton St.",67.5994,238,66.7659,243,105.048,183,108.859,140,103.226,129,105.875,153,2.98427,135
"2024","TCU",70.8285,58,69.9238,64,111.504,58,116.448,32,99.5636,49,98.5888,35,17.859,31
"2024","Temple",67.6319,233,66.7408,245,101.467,256,103.264,243,107.345,242,107.819,200,-4.55404,222
"2024","Tennessee",70.585,68,69.7035,73,113.626,33,118.862,21,94.9862,6,90.8514,3,28.0107,5
"2024","Tennessee Martin",73.1712,15,73.0369,8,107.464,134,107.135,169,105.484,197,111.327,270,-4.19204,217
"2024","Tennessee St.",68.9388,153,68.5886,125,101.337,261,99.4331,302,104.104,154,109.333,232,-9.89996,291
"2024","Tennessee Tech",66.8799,270,65.7764,285,96.3688,326,96.7904,330,109.396,281,113.397,321,-16.6063,331
"2024","Texas",68.0894,205,67.2594,209,111.36,60,118.089,24,101.534,93,99.6898,47,18.3996,25
"2024","Texas A&M",66.7987,273,65.4212,306,109.234,100,114.805,49,104.052,152,100.738,63,14.0671,52
"2024","Texas A&M Commerce",68.1335,204,66.4466,258,95.1547,334,95.8598,338,109.451,283,111.777,283,-15.9175,328
"2024","Texas A&M Corpus Chris",70.0532,92,68.7995,112,103.034,229,102.045,262,97.4897,28,102.594,98,-0.548779,166
"2024","Texas Southern",69.1209,140,67.9529,165,97.8076,311,97.8626,320,101.866,97,106.408,169,-8.54557,278
"2024","Texas St.",68.0516,207,66.621,249,98.01,308,100.766,286,102.594,113,103.216,109,-2.45039,192
"2024","Texas Tech",67.0881,264,66.5392,254,112.601,43,118.881,20,102.267,109,100.828,65,18.0529,28
"2024","The Citadel",66.3762,291,65.6702,291,102.995,233,103.33,239,108.571,269,110.4,250,-7.07034,262
"2024","Toledo",70.3876,77,69.6739,75,113.738,32,114.047,59,107.672,252,110.729,255,3.31805,132
"2024","Towson",63.0219,358,62.3692,357,104.679,194,104.6,218,101.613,96,103.677,117,0.923534,157
"2024","Troy",70.6038,67,69.842,67,107.806,124,107.902,159,101.001,81,103.531,115,4.37103,127
"2024","Tulane",73.3142,13,72.8197,13,109.509,97,111.43,92,108.039,257,108.326,207,3.10452,133
"2024","Tulsa",71.2816,49,70.4458,50,102.728,237,103.268,242,102.821,118,105.582,151,-2.31437,190
"2024","UAB",68.8042,159,68.0579,155,109.99,88,113.005,77,109.762,288,108.561,211,4.44394,125
"2024","UC Davis",67.8088,224,67.5298,193,102.339,243,102.123,260,100.255,59,103.621,116,-1.49744,174
"2024","UC Irvine",69.5745,117,68.7391,117,108.927,107,109.344,126,96.5325,18,98.6088,36,10.7354,77
"2024","UC Riverside",67.4216,254,67.1952,215,101.357,259,104.549,219,106.317,218,109.18,225,-4.63163,223
"2024","UC San Diego",66.3384,293,65.4714,302,110.257,80,111.754,90,102.742,116,106.649,173,5.10509,117
"2024","UC Santa Barbara",68.5353,183,67.5935,189,106.156,159,107.658,161,105.243,191,109.533,236,-1.87536,180
"2024","UCF",69.1655,136,68.6534,123,101.927,249,106.901,173,96.1785,13,94.592,12,12.3087,66
"2024","UCLA",65.1211,338,63.5331,351,101.355,260,107.092,170,102.746,117,100.23,53,6.86141,101
"2024","UMass Lowell",71.6896,39,70.1883,58,106.733,143,107.512,163,99.689,51,105.96,158,1.55145,153
"2024","UMBC",74.5425,6,73.1604,7,104.742,192,105.522,198,108.366,265,114.063,331,-8.54115,277
"2024","UMKC",67.0794,265,66.891,235,103.703,213,102.466,252,105.027,187,106.22,165,-3.75344,209
"2024","UNC Asheville",69.5443,118,68.401,139,108.849,110,108.745,142,106.424,221,107.645,193,1.09969,156
"2024","UNC Greensboro",66.3035,296,64.9631,320,110.068,85,109.983,112,105.683,203,107.468,188,2.51473,139
"2024","UNC Wilmington",65.6142,321,65.429,304,114.547,27,114.543,51,107.214,240,108.867,219,5.67629,112
"2024","UNLV",65.0972,339,65.3385,309,108.997,105,112.703,79,103.571,141,101.676,79,11.0265,74
"2024","USC",69.6299,113,68.4511,134,105.539,169,111.257,95,105.565,200,102.995,106,8.26179,97
"2024","USC Upstate",67.4261,253,67.3172,203,100.228,280,100.759,287,109.594,285,110.343,249,-9.58372,288
"2024","UT Arlington",72.0667,33,71.1622,31,103.795,210,107.055,171,102.205,106,103.237,110,3.81728,129
"2024","UT Rio Grande Valley",73.0247,17,71.8237,20,92.6934,351,96.722,331,110.306,302,112.727,311,-16.0046,329
"2024","Utah",70.7952,60,69.7824,69,110.024,87,115.199,47,102.239,108,100.647,60,14.5515,49
"2024","Utah St.",69.0757,143,68.8172,110,112.565,45,115.691,40,100.534,68,99.7086,48,15.9823,41
"2024","Utah Tech",71.6247,40,70.4111,51,97.4389,314,100.157,296,106.755,227,109.263,230,-9.10624,284
"2024","Utah Valley",69.2306,131,68.1089,153,97.3998,316,100.163,295,98.9807,40,100.422,57,-0.259249,164
"2024","UTEP",70.4064,75,70.2083,57,97.037,321,99.0046,306,97.6335,29,100.95,67,-1.94523,182
"2024","UTSA",71.371,47,70.8126,39,106.261,155,108.095,152,113.084,339,114.44,335,-6.34518,253
"2024","Valparaiso",68.7274,164,68.1267,149,97.1703,320,100.828,284,110.382,303,111.464,274,-10.6358,300
"2024","Vanderbilt",67.5442,244,65.7119,288,99.4072,290,105.191,208,111.832,326,108.325,206,-3.13327,200
"2024","VCU",66.6261,277,65.9776,275,107.276,137,109.647,120,100.324,60,100.361,56,9.28558,87
"2024","Vermont",65.4032,331,63.5927,350,107.87,123,108.279,149,97.2831,26,100.543,59,7.73692,99
"2024","Villanova",64.367,350,63.6462,348,108.406,116,113.518,68,99.3976,46,95.475,13,18.0431,29
"2024","Virginia",61.5572,362,60.4649,362,102.321,244,105.805,191,95.6988,9,93.9645,8,11.84,68
"2024","Virginia Tech",67.7913,225,67.5576,192,110.466,77,116.25,34,103.593,142,102.057,85,14.1935,51
"2024","VMI",74.6183,4,74.8632,2,88.956,360,89.5897,359,113.016,338,111.598,280,-22.0086,354
"2024","Wagner",62.7388,360,61.5688,360,97.3108,317,95.6176,342,100.434,64,107.753,197,-12.1351,309
"2024","Wake Forest",68.9997,148,68.4885,129,113.049,36,118.04,26,100.987,80,99.8318,49,18.2082,26
"2024","Washington",72.1049,32,71.2583,30,110.201,82,115.704,39,104.787,179,102.599,99,13.105,57
"2024","Washington St.",66.8405,271,65.1542,315,111.259,61,114.29,56,99.851,56,98.3183,32,15.9718,42
"2024","Weber St.",65.6851,320,65.6411,293,109.705,94,108.976,133,103.842,149,107.063,176,1.9126,146
"2024","West Virginia",68.8311,158,68.8379,105,100.334,278,108.203,151,109.199,277,105.267,145,2.93611,136
"2024","Western Carolina",68.0421,208,67.3086,206,109.435,98,109.834,117,101.376,89,103.773,118,6.06088,108
"2024","Western Illinois",65.9421,308,64.8628,325,99.503,288,98.4248,316,101.336,87,106.255,166,-7.82993,269
"2024","Western Kentucky",75.4995,2,75.2417,1,104.054,207,105.346,202,99.4566,48,103.832,121,1.51385,154
"2024","Western Michigan",68.3943,191,68.6388,124,100.727,272,101.13,277,108.06,258,111.627,281,-10.4965,298
"2024","Wichita St.",69.9112,100,68.7812,113,102.306,245,104.333,222,104.223,160,103.427,113,0.906124,158
"2024","William & Mary",66.4926,281,65.9993,273,103.024,230,101.166,276,111.658,325,114.682,338,-13.5157,319
"2024","Winthrop",67.8926,222,67.1232,218,107.786,125,107.505,164,105.782,206,108.474,209,-0.968732,170
"2024","Wisconsin",65.8139,315,65.2063,312,112.606,42,119.567,16,104.213,158,100.664,61,18.9028,22
"2024","Wofford",67.0994,263,65.7044,290,107.774,126,108.868,138,110.542,305,110.458,251,-1.59035,175
"2024","Wright St.",72.4945,22,71.7372,22,117.424,12,116.341,33,112.877,335,115.573,347,0.767711,160
"2024","Wyoming",67.7846,226,67.2296,212,104.116,205,108.554,145,112.267,331,109.57,237,-1.0162,171
"2024","Xavier",71.3871,46,71.1377,32,106.816,141,113.396,70,103.313,133,99.5231,44,13.8731,54
"2024","Yale",65.8607,313,65.1601,314,110.852,68,112.15,86,102.234,107,102.096,86,10.0543,80
"2024","Youngstown St.",70.048,94,69.1645,93,111.127,63,108.561,144,102.358,112,105.562,149,2.99866,134
